listingId,url,title,date,datetime,price,location,propertyType,rooms,superficy,description
1154063507,https://www.leboncoin.fr/ventes_immobilieres/1154063507.htm?ca=12_s,"2P dernier étage, refait à neuf, station Boucicaut",2017-07-31,Mise en ligne le 31 juillet à 12:29,500 000 €,Paris 75015,Appartement,2,35 m,"Rare ! Au dernier étage avec ascenseur, 2P entièrement refait à neuf de 35 m2,loi Carrez (40 m2 surface au sol).,Appartement très lumineux (5 fenêtres avec volets aluminium neufs électriques) et ensoleillé tout au long de la journée (double exposition Est et Ouest).,Calme absolu. Cuisine équipée neuve, salle d'eau avec douche à l'italienne et WC,suspendus (2ème WC visiteurs sur le palier). Parquet en chêne massif.,Vendu meublé. Très bel immeuble en pierre de taille situé à 100 m de la,station Boucicaut. Secteur privilégié (rues Coppée, de Plélo, de Lamotte).,Local vélo et coffre privatifs et fermés dans la cour. Gardien.,Charges 100 euros/mois.,Vente  sans condition suspensive.,Agences s'abstenir."
1155872552,https://www.leboncoin.fr/ventes_immobilieres/1155872552.htm?ca=12_s,Canat Saint Martin 2 pièces de 37m² - 5 fenêtres,2017-07-31,Mise en ligne le 31 juillet à 12:49,334 000 €,Paris 75010,Appartement,2,37 m,"Exclusivité, Rue Eugène Varlin, à deux pas du Quai de Valmy, dans une copropriété bien entretenue, At home immobilier vous propose un appartement à rénover de deux pièces 37.18m²  calme et ensoleillé exposé EST sur charmante cour fleurie, au calme, en rez de chaussée, avec une belle hauteur sous plafond de 3m, trés lumineux avec 5 grandes fenêtres. Nombreuses possibilités d'aménagements. Proche métro château Landon, canal et commerces"
1169236329,https://www.leboncoin.fr/ventes_immobilieres/1169236329.htm?ca=12_s,Canal saint martin souplex 66 m2,2017-07-31,Mise en ligne le 31 juillet à 13:15,560 000 €,Paris 75010,Appartement,4,66 m,"Agences s'abstenir ! Ceci est une annonce pour les particuliers. Vous perdez votre temps et vous me faites perdre le mien !,Canal Saint-Martin, rue de Lancry.,Un souplex de 66m2 (43 m² au rez-de-chaussée et 23 m² en étage inférieur), refait entièrement par un architecte.,niveau rez-de-chaussée donnant accès direct sur une grande cour : grande pièce à vivre de 30 m² donnant sur cour avec cuisine américaine. Clair, lumineux et très calme puis une suite parentale et toilettes séparées sur ce niveau.,niveau inférieur : 2 autres chambres une salle d'eau et des toilettes de nombreux rangements, parfait pour l'indépendance des enfants.,Charges peu élevées (250 €/trimestre) et taxe d'habitation 600 €.,A CÖTE DU METRO, COMMERCES DE PROXIMITES DANS LA RUE , ECOLES, CRECHES, COLLEGES, etc....,Agences s'abstenir ! Ceci est une annonce pour les particuliers. Vous perdez votre temps et vous me faites perdre le mien !,Premier contact par email."
1169226904,https://www.leboncoin.fr/ventes_immobilieres/1169226904.htm?ca=12_s,Studio rez-de-jardin quartier ermitage 75020,2017-07-31,Mise en ligne le 31 juillet à 12:52,180 000 €,Paris 75020,Maison,1,17 m,"Campagne à Paris. ,Rue de Ménilmontant, non loin de la Miroiterie et la Bellevilloise, situé au fond d'une courette entre la rue des Cascades et la rue de l'Ermitage, (103-105 rue de Ménilmontant) très joli F1 de16,8 m2 en rez de jardin, orienté sud.,Lot 87, en rouge sur le plan,Possibilité par la suite de faire une extension en hauteur. ,Charges Copro : 38€/mois,Taxe foncière : 28€/mois ,Prêt à emménager ,sdb - cuisine ,180 000 € ferme,premier contact d'abord par mail SVP,ET SURTOUT : AGENCES NE PAS ME CONTACTER !!"
1169244869,https://www.leboncoin.fr/ventes_immobilieres/1169244869.htm?ca=12_s,Appartement 2 pièces 47 m²,2017-07-31,Mise en ligne le 31 juillet à 09:34,399 000 €,Paris 75015,Appartement,2,47 m,"T2 - 47m ²,Émile Zola Dans une résidence de standing au troisième étage avec ascenseur, 2 pièces de 47m² composé d'une entrée, un séjour de 22m², une cuisine séparée, une chambre, une salle de bain, WC séparé, cave. Clair et ensoleillé, calme, rangements, bon état général. Appartement bénéficiant d'une situation géographique privilégiée à proximité des commerces et transports.,Contact: 06 62 47 94 29,Référence annonce : 671,Prix hors honoraires : 379 050 €"
1163247972,https://www.leboncoin.fr/ventes_immobilieres/1163247972.htm?ca=12_s,5 pièces,2017-07-31,Mise en ligne le 31 juillet à 13:04,1 755 000 €,Paris 75006,Appartement,5,124 m,"au 3e étage avec ascenseur, 124m², avec 4 chambres, entrée, séjour, 2 salles d'eau, 2 WC, double orientation, nombreuses fenêtres, chambres donnant sur la rue Serpente."
1161022497,https://www.leboncoin.fr/ventes_immobilieres/1161022497.htm?ca=12_s,Appartement 1 pièce 4 m²,2017-07-31,Mise en ligne le 31 juillet à 09:46,46 000 €,Paris 75008,Appartement,1,4 m,"PARIS 8ème, à 200 m des Champs Elysée, et l'ARC de Triomphe, Chambre de service de 4,70 m² et de 6,75 m² de surface utile, avec toilette et douche sur le pallier, Immeuble Bourgeois. Idéal pour avoir un pied à terre Parisien, et d'autres possibilités. Impérativement me contacter pour information et visite !,Le bien est soumis au statut de la copropriété. Bien en copropriété de : 40 lots. Le DPE en cours. Honoraires à la charge du vendeur. Pas de procédure en cours.,Votre agent commercial 3G immo sur place, immatriculé au RSAC de PONTOISE sous le N° 788 964 898 : Rachid BENAYADA, Tel: 06 58 18 25 45,Référence annonce : 89391RB-1462322855,A propos de la copropriété :,Nombre de lots : 40,Charges prévisionnelles annuelles : 144 €"
1169244788,https://www.leboncoin.fr/ventes_immobilieres/1169244788.htm?ca=12_s,Studio 1 pièce 40 m²,2017-07-31,Mise en ligne le 31 juillet à 09:53,365 000 €,Paris 75017,Appartement,1,40 m,"Studio - 40m ²,Pereire,Dans une résidence de standing en étage élevé avec ascenseur, studio de 40m² composé d'une entrée, une pièce à vivre de 30m², une cuisine séparée et équipée, une salle de bain, WC séparé, cave.,Clair et ensoleillé, calme, vue dégagée, bon état général.,Référence annonce : 675,Prix hors honoraires : 346 750 €"
1169244595,https://www.leboncoin.fr/ventes_immobilieres/1169244595.htm?ca=12_s,Appartement 3 pièces 63 m²,2017-07-31,Mise en ligne le 31 juillet à 11:53,550 000 €,Paris 75015,Appartement,3,63 m,"T3 - 63m ²,Rue du Commerce,Dans un bel immeuble Pierre de Taille au premier étage avec ascenseur, 3 pièces de 63m² composé d'une entrée, un séjour de 17m², une cuisine séparée, deux chambres, une salle de bain, WC séparé, cave.,Tout le charme de l'ancien: parquet, moulures, cheminées.,Clair, rangements, à rafraîchir.,Appartement bénéficiant d'une situation géographique privilégiée à proximité des commerces et transports.,Référence annonce : 679,Prix hors honoraires : 522 500 €"
1167205697,https://www.leboncoin.fr/ventes_immobilieres/1167205697.htm?ca=12_s,N A T I O N : 77m2 / 2 chambres / 4ème sans asc,2017-07-31,Mise en ligne le 31 juillet à 09:54,885 500 €,Paris 75011,Appartement,3,77 m,"NATION à 200m ,,au 4 rue des immeubles industriels.,Appartement climatisé de 77m2 rénové à mon goût mi 2011.,Volumes agréables et lumineux :,     - salon , salle à manger et cuisine en open space harmonieux,     - deux chambres,     - salle de bain balneo avec fenêtre,     - toilette avec lave-mains et fenêtre,Au 4ème Étage SANS ASCENSEUR et 5ème/5 pour la Chambre 2.,Visite sur RENDEZ-VOUS  du 26/07/2017 au 10/08/2017.,PREMIER CONTACT par EMAIL :,          matbrisset@gmail.com,PS :  AGENCE S'ABSTENIR !,         Merci."
1166617450,https://www.leboncoin.fr/ventes_immobilieres/1166617450.htm?ca=12_s,Bel appartement 4 pièces en étage avec ascenseur,2017-07-31,Mise en ligne le 31 juillet à 10:25,960 000 €,Paris 75009,Appartement,4,95 m,"Proche av. Trudaine et rue Condorcet métro Anvers. Bel appartement contemporain de 4 pièces au 5e étage avec ascenseur d'un immeuble moderne avec balcon/terrasse et parking en option ( box +40KE ).,Entrée, séjour/salle à manger, cuisine ouverte équipée ( possibilité de la fermer ), 2 chambres, 1 bureau, une grande salle de bains avec baignoire et douche, wc séparé avec lave-main, buanderie, rangements.,Cave et gardienne.,Le box est en étage accessible directement par une coursive qui donne accès au bâtiment des parkings.,Appartement lumineux en excellent état avec parquets modernes, baies vitrées."
1135762919,https://www.leboncoin.fr/ventes_immobilieres/1135762919.htm?ca=12_s,3p - 80m² avec balcon – situé aux Buttes-Chaumont,2017-07-31,Mise en ligne le 31 juillet à 10:07,679 000 €,Paris 75019,Appartement,3,80 m,"Bel appartement 3 pièces à 150m du parc des Buttes-Chaumont, à proximité des crèches, écoles, collèges et lycées.,Proche Métros ligne 7 bis et 11 ,3 pièces de 80 m² au 2e étage avec balcon : salon + cuisine de 31 m², 2 chambres, salle de bains et WC séparés,Prestations haut de gamme. Appartement neuf, pas de travaux à prévoir (vendu sans mobilier, cuisine non équipée, photos non contractuelles). ,Contactez-nous pour plus d’informations ,Lot n°23, 2e Etage"
1169247708,https://www.leboncoin.fr/ventes_immobilieres/1169247708.htm?ca=12_s,Studio 1 pièce 6 m²,2017-07-31,Mise en ligne le 31 juillet à 13:30,66 000 €,Paris 75016,Appartement,1,6 m,"PARIS 75016 - Avenue Mozart : en EXCLUSIVITÉ, studette 6 m2, avec douche, couchage mezzanine, au 1er étage. Idéal investisseur ou étudiant,PARIS 75016 - Avenue Mozart : en EXCLUSIVITÉ, studette 6 m2, avec douche, couchage mezzanine, au 1er étage. Idéal investisseur ou étudiantLe bien comprend 1 lot, et il est situé dans une copropriété de 6 lots (les charges courantes annuelles moyennes de copropriété sont de 360€). Contactez votre conseiller SAFTI : Zhor MIMOUNI, Tél. : 07 87 56 54 66, E-mail : zhor.mimouni@safti.fr - Agent commercial immatriculé au RSAC de VERSAILLES sous le numéro 392 048 948,Référence annonce : 192912,Les honoraires sont à la charge du vendeur"
1136187494,https://www.leboncoin.fr/ventes_immobilieres/1136187494.htm?ca=12_s,Magnifique Triplex 259.20 m² avec vue panoramique,2017-07-31,Mise en ligne le 31 juillet à 13:38,2 300 000 €,Paris 75015,Appartement,6,260 m,"Magnifique Triplex situé aux 30, 31 et 32ème étages,259.20 m² Carrez,Paris 15 - Rue Robert de Flers,Cet appartement très calme, spacieux, offrant de beaux volumes, est situé en plein cœur du quartier recherché de Beaugrenelle, face à l'Ile aux Cygnes. Il bénéficie d'une superbe vue panoramique sur Paris. Il est composé sur trois niveaux, d'une entrée, d'un vaste double living, d'une cuisine équipée d'un pallier/mezzanine, de deux chambres avec salle de bains et d'une suite parentale avec dressing et salle de douche. ,Une terrasse de 26.09 m² à ciel ouvert au niveau de la suite parentale du 32ème étage complète ce bien ainsi qu'une cave. ,Possibilité de deux places de parking dans l'immeuble."
1169237516,https://www.leboncoin.fr/ventes_immobilieres/1169237516.htm?ca=12_s,Magnifique Studio Place d'Iéna,2017-07-31,Mise en ligne le 31 juillet à 13:18,488 000 €,Paris 75016,Appartement,1,36 m,"PARIS XVIème - Place D'Iéna - Palais de Tokyo: Venez découvrir ce magnifique appartement au 5ème étage sans ascenseur d'un immeuble Haussmannien avec une vue imprenable sur le musée Galliera et la place d’Iéna.,Cet appartement se compose d'un séjour, d'un coin chambre, d'une salle d'eau avec WC, d'un grand dressing et d'une cuisine aménagée et équipée.,Vous aurez la possibilité de le transformer facilement en deux pièces. Le plan est très intéressant et facilement modulable afin d'optimiser pleinement l'appartement.,Il s'agit de deux lots séparables.,Chauffage électrique, ballon d'eau chaude, parquet massif, porte blindée, gardien.,Idéal investisseur ou première acquisition.,A visiter sans tarder"
1099604708,https://www.leboncoin.fr/ventes_immobilieres/1099604708.htm?ca=12_s,"Paris 75001, 2 pièces/mezzanine",2017-07-31,Mise en ligne le 31 juillet à 13:43,630 000 €,Paris 75001,Appartement,2,41 m,"A proximité du Jardin des Tuileries et du Palais Royal, de l'Opéra, un appartement calme et lumineux (orienté sud) avec une vue complétement dégagée (au loin la Tour Eiffel), d'une surface au sol de 56,70m² et 41,10m² carrez, au 7ème étage, avec une petite terrasse de 4,60m², composé d'entrée, coin salle à manger, cuisine séparée,  beau salon avec cheminée ouvrant sur la terrasse, salle de douches avec WC, et en mezzanine une chambre et salle de bains. Copropriété bien entretenue. Tous commerces, écoles à proximité. Métros Tuileries - Pyramides."
1154098094,https://www.leboncoin.fr/ventes_immobilieres/1154098094.htm?ca=12_s,Appartement 2 pièces 26 m² Paris 16E,2017-07-31,Mise en ligne le 31 juillet à 13:45,280 000 €,Paris 75016,Appartement,2,26 m,"Très charmant 2 pièces, 26 m² (24.34 m² loi Carrez) donnant sur les toits, coursive/balcon semi privatif de 25m2, entièrement meublé, à quelques pas des lignes 9 (Exelmans) et 10 (Michel Ange Molitor). ,A proximité immédiate de commerces, marché, écoles et du bois de Boulogne.,Au 8ème étage sans ascenseur. Composé d'une chambre avec mezzanine, d'un séjour avec cuisine aménagée ouverte, d'une salle d'eau avec wc. Télévision, lave-linge séchant, lave-vaisselle, frigidaire - congélateur, canapé, table basse, nécessaire de cuisine (casseroles, poêles, assiettes...), lit double en mezzanine...,Immeuble de standing, code à l'entrée et gardienne. ,Chauffage par immeuble, très calme, sans vis-à-vis (au dernier étage avec vue sur les toits de Paris) et très lumineux. Fibre installée dans l'appartement.,En parfait état, aucuns travaux à prévoir.,Agences s'abstenir."
1169244756,https://www.leboncoin.fr/ventes_immobilieres/1169244756.htm?ca=12_s,Appartement 3 pièces 50 m²,2017-07-31,Mise en ligne le 31 juillet à 13:49,499 000 €,Paris 75015,Appartement,3,50 m,"T3 - 50m ²,Ségur Dans un bel immeuble ancien au deuxième étage, 3 pièces de 50m² composé d'une entrée, un séjour de 16m², une cuisine séparée et équipée, deux chambres, une salle de bain, WC séparé, cave. Clair et ensoleillé, rangement, bon état général. Appartement bénéficiant d'une situation géographique privilégiée à proximité des commerces et transports.,Contact: 06 62 47 94 29,Référence annonce : 685,Prix hors honoraires : 474 050 €"
1169253026,https://www.leboncoin.fr/ventes_immobilieres/1169253026.htm?ca=12_s,Paris Studio XVI e,2017-07-31,Mise en ligne le 31 juillet à 13:52,220 000 €,Paris 75016,Appartement,1,16 m,"Charmant studio meublé en pleine Triangle d'Or. Très bien aménagé avec douche / wc sépare. Cuisine équipée (plaques, frigo, four) étagères ainsi que deux placards.  Double vitrage, chauffage électrique independent.  GES à confirmer. Excellente location (metro Iéna ou George V) très calme. Visites sur rdv du 1 au 5 septembre 2017. Tel 0682584733."
1144141616,https://www.leboncoin.fr/ventes_immobilieres/1144141616.htm?ca=12_s,"Bel appartement 3 pièces, secteur Champs-Elysées",2017-07-31,Mise en ligne le 31 juillet à 13:50,790 000 €,Paris 75008,Appartement,3,60 m,"Appartement Paris 8e (75008) - Secteur Champs-Elysées :,Angle de la rue de Ponthieu et de la rue du Colisée : appartement lumineux, superbement placé derrière le rond-point des Champs-Elysées, à quelques mètres de la rue du Faubourg Saint-Honoré et de l'avenue des Champs-Elysées. Quartier touristique, un des plus prisés de la capitale.,A proximité immédiate de de tous transports, restaurants, hôtels, théâtres, cinémas et haut-lieu d'expositions. Ce bien est situé au 4ème étage d'un immeuble Napoléon III en pierre de Paris.,Ascenseur au premier étage.,En bon état, et d'une superficie de 60 m² (59,72m2 loi Carrez), il comprend une entrée, un salon traversant donnant sur la rue du Colisée et sur cour, une cuisine séparée dotée d'un équipement récent, 2 chambres, un bureau ou dressing, une salle de bains avec baignoire et wc indépendants.,Parquet dans les 3 pièces, carrelage dans la cuisine et la salle de bains,Emplacement idéal pour un pied-à-terre, une résidence principale ou pour réaliser un investissement locatif.,Ascenseur vitré aux normes, à partir du premier étage, digicode, interphone, vidéophone, blindage, doubles vitrages, chauffage individuel électrique., ,Taxe d'habitation : 1.096 Euros, taxe foncière : 927 Euros. ,Charges trimestrielles 1800 euros annuels,Agences immobilières, marchands de biens, et sociétés de diagnostics s'abstenir impérativement !!"
1169262620,https://www.leboncoin.fr/ventes_immobilieres/1169262620.htm?ca=12_s,3 pièces / Batignolles,2017-07-31,Mise en ligne le 31 juillet à 14:13,525 000 €,Paris 75017,Appartement,3,51 m,"dans un bel immeuble, un 2/3 pièces de 51m2 au 3e étage avec ascenseur. ,aucun travaux à prévoir. A voir rapidement"
1169262878,https://www.leboncoin.fr/ventes_immobilieres/1169262878.htm?ca=12_s,Joli 2P dans le 18e,2017-07-31,Mise en ligne le 31 juillet à 14:14,300 000 €,Paris 75018,Appartement,2,43 m,Un beau 2 pièces dans le 18e dans un bel immeuble. Faibles charges et pas de travaux à prévoir. à voir rapidement !
1164752870,https://www.leboncoin.fr/ventes_immobilieres/1164752870.htm?ca=12_s,Appartement 5 pièces 112 m²,2017-07-31,Mise en ligne le 31 juillet à 14:32,1 040 000 €,Paris 75015,Appartement,5,112 m,"Rare opportunité ""RÉSIDENCE ORPHÉE"" au 79, Quai André Citroên, aux pieds du Parc du même nom, à 2 pas du Métro et RER ""JAVEL-André Citrôen"", confortable F5 de 112,50 m², 4 chambres au 10ème étage d'un immeuble de standing sécurisé 24H/24H, bénéficiant d'un ensoleillement exceptionnel, d'une splendide vue sur ""Le Pont Mirabeau"" et ""Paris/La Défense"".,Séjour de 24 m² dispose d'un balcon donnant sur le Parc André Citrôen, 2 chambres sur 4, dont la suite parentale avec SDB/WC bénéficient d'une terrasse de 11 m² et vue sur les ""Quais de Seine"".,Configuré actuellement en 3 chambres, salon et séjour.,Les +++: De beaux volumes, terrasse et balcon, 1 SDB + 1 SDE, 3 WC, 4 vrais chambres, parking en sous-sol, cave , en commun, local à vélos/poussettes.,Charges : 417 Eur/Mens. (eau, chauffage inclus),Taxe Foncière: 1.829 Eur/An.,Ce bien vous est présenté par:,Romain DAVID,Expert Immobilier Agréé,Valeur Vénale : C.N.E (Centre National de l'Expertise),Référence annonce : 00501_170722,Les honoraires sont à la charge du vendeur"
1169276285,https://www.leboncoin.fr/ventes_immobilieres/1169276285.htm?ca=12_s,appartement 63 m2 proche centre ville,2017-07-31,Mise en ligne le 31 juillet à 14:40,103 000 €,Paris 75001,Appartement,3,63 m,"À vendre appartement lumineux de 63 m2 situé au 2 eme étage d'un immeuble de 14 étages très calme à deux pas du centre ville proches toutes commodités (place du marché, centre ville, cinéma, école primaire, collège, université...) l'environnement est très calme. ,Nombreuses places de parking dédié aux habitants il n'y a jamais aucun problème pour vous garer. Vous avez également la possibilité de louer un garage fermé si vous le souhaitez de 50 à 60Euro(s)/ mois. ,Notre appartement à dispose : ,- d'une entrée de 8,5 m2 avec placard de rangements,- d'une cuisine aménagé et équipé de 7,5 m2 (plaques,hôte, frigo, lave vaisselle et de nombreux placard de rangements) ,- d'une salle de bain de 3,50 m2 avec douche et placard de rangements,- salon de 19 m2,- une chambre de 11 m2,- une deuxième chambre de 9,45 m2 ( nous y avons fait un dressing, vous pouvez y faire une deuxième chambre ou un bureau ....) ,-une cave de 8,5 m2 environ,À notée que notre appartement à été entièrement refait à neuf cuisine, salle de bain, toilette parquet au sol, fenêtre double vitrage avec volet électrique centralisé et nous sommes entrain de refaire la peinture complète de l'appartement. ,Les ascenseurs de l'immeuble sont aux normes, l'entrée de l'immeuble également ,L'immeuble dispose d'un interphone. ,La toiture à été isolé l'année dernière. ,Accès handicapés ,Garage vélo, moto, scooter...,Aucun travaux à prévoir par le syndic,Vous pouvez nous joindre moi et mon mari à n'importe quelle heure de la journée ,0640418380,0788892407 ,Nous refusons tout démarchage commercial merci"
